Date,attention,attention_scaled
5/16/2018,19,0.19
5/17/2018,20,0.2
5/18/2018,20,0.2
5/19/2018,17,0.17
5/20/2018,16,0.16
5/21/2018,20,0.2
5/22/2018,22,0.22
5/23/2018,20,0.2
5/24/2018,22,0.22
5/25/2018,17,0.17
5/26/2018,15,0.15
5/27/2018,17,0.17
5/28/2018,23,0.23
5/29/2018,21,0.21
5/30/2018,23,0.23
5/31/2018,19,0.19
6/1/2018,16,0.16
6/2/2018,15,0.15
6/3/2018,15,0.15
6/4/2018,17,0.17
6/5/2018,18,0.18
6/6/2018,17,0.17
6/7/2018,17,0.17
6/8/2018,15,0.15
6/9/2018,14,0.14
6/10/2018,18,0.18
6/11/2018,18,0.18
6/12/2018,18,0.18
6/13/2018,22,0.22
6/14/2018,19,0.19
6/15/2018,13,0.13
6/16/2018,11,0.11
6/17/2018,12,0.12
6/18/2018,14,0.14
6/19/2018,14,0.14
6/20/2018,15,0.15
6/21/2018,12,0.12
6/22/2018,15,0.15
6/23/2018,11,0.11
6/24/2018,13,0.13
6/25/2018,15,0.15
6/26/2018,16,0.16
6/27/2018,16,0.16
6/28/2018,15,0.15
6/29/2018,9,0.09
6/30/2018,12,0.12
7/1/2018,11,0.11
7/2/2018,14,0.14
7/3/2018,17,0.17
7/4/2018,18,0.18
7/5/2018,14,0.14
7/6/2018,13,0.13
7/7/2018,11,0.11
7/8/2018,13,0.13
7/9/2018,13,0.13
7/10/2018,17,0.17
